squirrelId,in_awake,in_asleep,out_awake,out_asleep,is_female,is_mast,meanSeason
12678,0.126289682539683,0.304861111111111,0.568253968253968,0.000595238095238095,0,0,2
19537,0.19265873015873,0.316269841269841,0.478571428571429,0.0125,0,0,2
20495,0.150396825396825,0.325496031746032,0.524107142857143,0,0,0,2
20645,0.116765873015873,0.31875,0.564087301587302,0.000396825396825397,0,0,2
20836,0.156646825396825,0.304662698412698,0.538690476190476,0,0,0,2
19880,0.180357142857143,0.33422619047619,0.485416666666667,0,0,0,2
13179,0.148313492063492,0.326884920634921,0.523511904761905,0.00128968253968254,0,0,2
19537,0.142261904761905,0.31547619047619,0.528869047619048,0.0133928571428571,0,0,2
21004,0.173611111111111,0.325992063492063,0.48015873015873,0.0202380952380952,0,0,2
21297,0.145535714285714,0.330952380952381,0.523511904761905,0,0,0,2
20862,0.119097222222222,0.324768518518519,0.54837962962963,0.00775462962962963,0,0,2
19718,0.119791666666667,0.302430555555556,0.561342592592593,0.0164351851851852,0,0,2
19516,0.262037037037037,0.283680555555556,0.3875,0.0667824074074074,0,0,2
21276,0.112896825396825,0.301785714285714,0.581051587301587,0.00426587301587302,0,0,2
20567,0.161309523809524,0.305654761904762,0.526587301587302,0.0064484126984127,0,0,2
12027,0.182098765432099,0.35829475308642,0.435185185185185,0.0244212962962963,0,0,4
21279,0.189460784313725,0.369362745098039,0.427001633986928,0.0141748366013072,0,0,4
20729,0.213153594771242,0.352165032679739,0.418790849673203,0.015890522875817,0,0,4
21117,0.185286458333333,0.354383680555556,0.460286458333333,4.34027777777778e-05,0,0,4
20942,0.182899305555556,0.354036458333333,0.452517361111111,0.010546875,0,0,4
20198,0.194321895424837,0.327982026143791,0.460089869281046,0.0176062091503268,0,0,4
22068,0.202736928104575,0.366135620915033,0.425653594771242,0.00547385620915033,0,0,4
12028,0.231168300653595,0.34812091503268,0.407393790849673,0.0133169934640523,0,0,4
12653,0.241435185185185,0.351898148148148,0.375509259259259,0.0311574074074074,0,0,4
20525,0.182378472222222,0.324869791666667,0.442664930555556,0.0500868055555556,0,0,4
12678,0.430102657004831,0.427958937198068,0.141787439613527,0.000150966183574879,0,0,1
11256,0.409375,0.387222222222222,0.178263888888889,0.0251388888888889,1,0,1
20729,0.419871794871795,0.437179487179487,0.142948717948718,0,0,0,1
12285,0.45405701754386,0.433260233918129,0.10749269005848,0.00519005847953216,1,0,1
21997,0.430288461538462,0.46338141025641,0.106330128205128,0,0,0,1
19962,0.405324074074074,0.428125,0.166550925925926,0,1,0,1
12177,0.406134259259259,0.43353587962963,0.160329861111111,0,0,0,1
20198,0.351777777777778,0.426138888888889,0.221194444444444,0.000888888888888889,0,0,1
20873,0.443055555555556,0.438194444444444,0.11875,0,1,0,1
19983,0.456805555555556,0.434583333333333,0.108611111111111,0,1,0,1
13487,0.467939814814815,0.428009259259259,0.104050925925926,0,0,0,1
20295,0.424166666666667,0.438333333333333,0.1375,0,1,0,1
19880,0.432578502415459,0.416364734299517,0.148882850241546,0.00217391304347826,0,0,1
19795,0.367956349206349,0.302678571428571,0.225198412698413,0.104166666666667,0,0,1
20191,0.438888888888889,0.447361111111111,0.11375,0,1,0,1
20634,0.374184782608696,0.470561594202899,0.155253623188406,0,0,0,1
19583,0.456805555555556,0.439930555555556,0.103263888888889,0,1,0,1
20004,0.376442307692308,0.438461538461538,0.185096153846154,0,0,0,1
10617,0.438686342592593,0.453993055555556,0.107320601851852,0,0,0,1
21276,0.434359903381642,0.434601449275362,0.127173913043478,0.00386473429951691,0,0,1
19907,0.428732638888889,0.438802083333333,0.132465277777778,0,1,0,1
19347,0.449922839506173,0.429012345679012,0.121064814814815,0,1,0,1
20166,0.437268518518519,0.391435185185185,0.171296296296296,0,1,0,1
19917,0.438099747474747,0.420770202020202,0.124621212121212,0.0165088383838384,0,0,1
19819,0.423842592592593,0.453935185185185,0.122222222222222,0,0,0,1
21599,0.410416666666667,0.415972222222222,0.173611111111111,0,0,0,1
21389,0.385590277777778,0.458217592592593,0.15619212962963,0,0,0,2
20141,0.361111111111111,0.431150793650794,0.19375,0.0139880952380952,0,0,2
12236,0.362123842592593,0.452314814814815,0.180989583333333,0.00457175925925926,0,0,1
21086,0.381299603174603,0.431547619047619,0.187152777777778,0,0,0,1
19981,0.345069444444444,0.391805555555556,0.220972222222222,0.0421527777777778,0,0,1
21239,0.351851851851852,0.419398148148148,0.205925925925926,0.0228240740740741,0,0,1
21685,0.355239898989899,0.377083333333333,0.194949494949495,0.0727272727272727,0,0,2
19243,0.405257936507937,0.391765873015873,0.183928571428571,0.019047619047619,0,0,1
21222,0.343194444444444,0.369166666666667,0.215555555555556,0.0720833333333333,0,0,1
20866,0.335750485227518,0.461828768600388,0.201638990726763,0.000781755445331033,0,0,3
19943,0.414583333333333,0.45,0.135416666666667,0,0,0,1
21923,0.419760101010101,0.434090909090909,0.14614898989899,0,0,0,1
20739,0.356527777777778,0.387305555555556,0.256,0.000166666666666667,0,0,1
12007,0.248611111111111,0.436271367521368,0.307692307692308,0.00742521367521367,0,1,2
13039,0.334623015873016,0.429960317460317,0.234027777777778,0.00138888888888889,0,1,2
12825,0.236545138888889,0.412934027777778,0.350347222222222,0.000173611111111111,0,1,2
12364,0.258996212121212,0.420991161616162,0.314646464646465,0.00536616161616162,0,1,2
12576,0.242100694444444,0.397916666666667,0.359982638888889,0,0,1,2
13466,0.262847222222222,0.379340277777778,0.3578125,0,0,1,2
13179,0.274305555555556,0.444760101010101,0.264583333333333,0.0163510101010101,0,1,2
22038,0.323062865497076,0.426571637426901,0.220431286549708,0.0299342105263158,0,0,1
20921,0.389875730994152,0.437463450292398,0.164656432748538,0.00800438596491228,0,0,1
20904,0.373581336696091,0.407734342160572,0.17304189435337,0.0456424267899678,0,0,1
20064,0.394146027661628,0.445673850112576,0.145062721132197,0.0151174010935992,0,0,1
21599,0.364536252354049,0.459522128060264,0.167796610169492,0.00814500941619586,0,0,1
21389,0.38530701754386,0.439071637426901,0.151315789473684,0.0243055555555556,0,0,1
20729,0.307513104251602,0.391962725684333,0.300427101533683,9.706853038245e-05,0,0,1
21332,0.386476608187135,0.43983918128655,0.162207602339181,0.0114766081871345,0,0,1
21299,0.385,0.421770833333333,0.174236111111111,0.0189930555555556,0,0,1
21086,0.391319444444444,0.434322916666667,0.161128472222222,0.0132291666666667,0,0,1
22089,0.289236111111111,0.471961805555556,0.233940972222222,0.00486111111111111,0,0,1
12177,0.2865625,0.390260416666667,0.282204861111111,0.0409722222222222,0,0,1
12348,0.385416666666667,0.432565789473684,0.181944444444444,7.30994152046784e-05,0,0,1
13114,0.461386268343816,0.431564465408805,0.107049266247379,0,0,0,1
19890,0.463125,0.410746527777778,0.124184027777778,0.00194444444444444,0,0,1
22363,0.348135964912281,0.403508771929825,0.219700292397661,0.0286549707602339,0,0,1
13487,0.267673611111111,0.406388888888889,0.280416666666667,0.0455208333333333,0,0,1
21333,0.431701388888889,0.4484375,0.119861111111111,0,0,0,1
20914,0.389209401709402,0.464690170940171,0.146100427350427,0,0,0,1
22465,0.405208333333333,0.450505050505051,0.143876262626263,0.000410353535353535,0,0,1
12613,0.376917989417989,0.402876984126984,0.188822751322751,0.0313822751322751,0,0,1
12678,0.077906378600823,0.362114197530864,0.559439300411523,0.000540123456790123,0,1,4
19537,0.0821990740740741,0.322939814814815,0.545046296296296,0.0498148148148148,0,1,4
12027,0.114434523809524,0.374206349206349,0.509821428571429,0.00153769841269841,0,1,4
20495,0.0991830065359477,0.364787581699346,0.536029411764706,0,0,1,4
12522,0.0756213450292398,0.343567251461988,0.580555555555556,0.000255847953216374,0,1,4
19655,0.170034722222222,0.331006944444444,0.424479166666667,0.0744791666666667,1,1,4
12285,0.0779970760233918,0.343786549707602,0.578216374269006,0,1,1,4
12705,0.0963293650793651,0.363194444444444,0.53207671957672,0.0083994708994709,0,1,4
19354,0.0698036398467433,0.3522030651341,0.576628352490421,0.00136494252873563,0,1,4
13690,0.107077991452991,0.366185897435897,0.51071047008547,0.016025641025641,0,1,4
13012,0.120627572016461,0.327854938271605,0.541203703703704,0.0103137860082305,1,1,4
19880,0.0966579861111111,0.352951388888889,0.5501953125,0.0001953125,0,1,4
11674,0.0774884259259259,0.368258101851852,0.554050925925926,0.000202546296296296,1,1,4
19601,0.092037037037037,0.367824074074074,0.539606481481481,0.000532407407407407,0,1,4
13305,0.0856691919191919,0.330460858585859,0.58386994949495,0,1,1,4
19583,0.112345679012346,0.339429012345679,0.501003086419753,0.0472222222222222,1,1,4
13179,0.10239898989899,0.335921717171717,0.550599747474747,0.0110795454545455,0,1,4
20155,0.0802300347222222,0.356553819444444,0.563042534722222,0.000173611111111111,0,1,4
11979,0.144027777777778,0.327222222222222,0.495972222222222,0.0327777777777778,0,1,4
20796,0.17912037037037,0.385231481481482,0.433518518518519,0.00212962962962963,1,0,4
19769,0.190895061728395,0.328935185185185,0.477854938271605,0.00231481481481481,1,0,4
11534,0.260138888888889,0.384490740740741,0.351712962962963,0.00365740740740741,0,0,4
21004,0.174795751633987,0.372058823529412,0.429452614379085,0.0236928104575163,0,0,4
21003,0.163888888888889,0.338888888888889,0.491049382716049,0.00617283950617284,1,0,4
12003,0.172685185185185,0.344367283950617,0.446759259259259,0.0361882716049383,1,0,4
21279,0.189409722222222,0.361545138888889,0.446701388888889,0.00234375,0,0,4
11256,0.172222222222222,0.279976851851852,0.469907407407407,0.0778935185185185,1,0,4
21393,0.114496527777778,0.321701388888889,0.559375,0.00442708333333333,0,0,4
21997,0.174900793650794,0.328869047619048,0.469047619047619,0.0271825396825397,0,0,4
21022,0.183912037037037,0.36400462962963,0.441435185185185,0.0106481481481481,1,0,4
20198,0.184799382716049,0.297993827160494,0.465200617283951,0.0520061728395062,0,0,4
20873,0.279282407407407,0.285300925925926,0.407060185185185,0.0283564814814815,1,0,4
12364,0.256597222222222,0.377662037037037,0.365393518518519,0.000347222222222222,0,0,4
12678,0.203395061728395,0.364506172839506,0.421296296296296,0.0108024691358025,0,0,4
19537,0.160416666666667,0.340885416666667,0.489670138888889,0.00902777777777778,0,0,4
19740,0.169375,0.381319444444444,0.443125,0.00618055555555556,0,0,4
20495,0.174305555555556,0.35385101010101,0.469255050505051,0.00258838383838384,0,0,4
20729,0.155642361111111,0.34375,0.488541666666667,0.0120659722222222,0,0,4
12285,0.0743055555555556,0.293055555555556,0.598611111111111,0.0340277777777778,1,0,4
10654,0.169675925925926,0.341435185185185,0.476003086419753,0.0128858024691358,1,0,4
13012,0.154166666666667,0.337586805555556,0.489930555555556,0.0183159722222222,1,0,4
13130,0.24158950617284,0.339737654320988,0.418595679012346,7.71604938271605e-05,1,0,4
19880,0.178549382716049,0.376851851851852,0.442361111111111,0.00223765432098765,0,0,4
19611,0.131003758875122,0.374564945009049,0.486147849088125,0.0082834470277043,1,0,4
13305,0.143827160493827,0.304783950617284,0.526157407407407,0.0252314814814815,1,0,4
20634,0.238194444444444,0.363541666666667,0.379079861111111,0.0191840277777778,0,0,4
19583,0.212361111111111,0.343472222222222,0.41875,0.0254166666666667,1,0,4
20923,0.198302469135802,0.366358024691358,0.435185185185185,0.000154320987654321,0,0,4
21325,0.267739898989899,0.392234848484848,0.340025252525253,0,0,0,4
19769,0.171527777777778,0.297271825396825,0.482936507936508,0.0482638888888889,1,0,4
12003,0.183810763888889,0.364670138888889,0.441015625,0.0105034722222222,1,0,4
12522,0.195138888888889,0.237996031746032,0.430456349206349,0.13640873015873,0,0,4
20836,0.196388888888889,0.382291666666667,0.417708333333333,0.00361111111111111,0,0,4
11256,0.198611111111111,0.387384259259259,0.413483796296296,0.000520833333333333,1,0,4
21393,0.204089506172839,0.377777777777778,0.417052469135802,0.00108024691358025,0,0,4
21997,0.201488095238095,0.386309523809524,0.40734126984127,0.00486111111111111,0,0,4
21022,0.211944444444444,0.395763888888889,0.385833333333333,0.00645833333333333,1,0,4
20198,0.149007936507937,0.278571428571429,0.439781746031746,0.132638888888889,0,0,4
20873,0.330929487179487,0.36207264957265,0.306303418803419,0.000694444444444444,1,0,4
20945,0.261111111111111,0.427314814814815,0.311574074074074,0,0,0,4
19601,0.188825757575758,0.385542929292929,0.417487373737374,0.00814393939393939,0,0,4
20155,0.170428240740741,0.345543981481481,0.473611111111111,0.0104166666666667,0,0,4
20729,0.200173611111111,0.3390625,0.458159722222222,0.00260416666666667,0,0,4
19611,0.119965277777778,0.343055555555556,0.493402777777778,0.0435763888888889,1,0,4
19583,0.175,0.334490740740741,0.46087962962963,0.0296296296296296,1,0,4
19565,0.275785024154589,0.435597826086957,0.277898550724638,0.0107185990338164,0,1,2
12678,0.313296568627451,0.432209967320261,0.249509803921569,0.00498366013071895,0,1,2
12007,0.311249119983908,0.429825002514332,0.242859297998592,0.0160665795031681,0,1,2
13048,0.291211685823755,0.438912835249042,0.26985153256705,2.39463601532567e-05,0,1,2
12705,0.318617724867725,0.410019841269841,0.254298941798942,0.0170634920634921,0,1,2
12825,0.369027777777778,0.390416666666667,0.240555555555556,0,0,1,2
19654,0.293725198412698,0.420287698412698,0.278249007936508,0.00773809523809524,0,1,2
19694,0.367534722222222,0.424826388888889,0.189409722222222,0.0182291666666667,0,1,2
12364,0.309375,0.421064814814815,0.238888888888889,0.0306712962962963,0,1,2
11983,0.382638888888889,0.430555555555556,0.184722222222222,0.00208333333333333,0,1,2
19884,0.269497863247863,0.395174501424501,0.323700142450142,0.0116274928774929,0,1,2
12576,0.322843567251462,0.437463450292398,0.23859649122807,0.00109649122807018,0,1,2
13466,0.361545138888889,0.440277777777778,0.198177083333333,0,0,1,2
19748,0.343315972222222,0.466145833333333,0.190538194444444,0,0,1,2
12209,0.319128787878788,0.445707070707071,0.235164141414141,0,0,1,2
13179,0.310709064327485,0.433333333333333,0.232383040935673,0.0235745614035088,0,1,2
21389,0.305381944444444,0.425347222222222,0.269270833333333,0,0,0,2
20729,0.290579710144928,0.318055555555556,0.304015700483092,0.0873490338164251,0,0,2
19880,0.334953703703704,0.411342592592593,0.253703703703704,0,0,0,2
20634,0.322453703703704,0.453703703703704,0.223842592592593,0,0,0,2
20729,0.407710727969349,0.354621647509579,0.188697318007663,0.04897030651341,0,0,2
21332,0.28921783625731,0.411476608187134,0.298428362573099,0.00087719298245614,0,0,2
21387,0.395713601532567,0.423395593869732,0.175335249042146,0.00555555555555556,0,0,2
19981,0.316844729344729,0.410470085470085,0.250961538461538,0.0217236467236467,0,0,2
21468,0.459027777777778,0.344444444444444,0.152893518518519,0.0436342592592593,0,0,2
12653,0.423697916666667,0.437123842592593,0.136747685185185,0.00243055555555556,0,0,2
20139,0.430056423611111,0.433767361111111,0.132465277777778,0.0037109375,0,0,1
13401,0.443105158730159,0.435119047619048,0.12172619047619,4.96031746031746e-05,0,0,1
20986,0.413244047619048,0.439186507936508,0.146378968253968,0.00119047619047619,0,0,1
21389,0.406572420634921,0.450049603174603,0.143377976190476,0,0,0,1
21823,0.409275793650794,0.441865079365079,0.144742063492064,0.00411706349206349,0,0,1
21239,0.349198717948718,0.339476495726496,0.230217236467236,0.0811075498575499,0,0,1
20077,0.352729885057471,0.391954022988506,0.210799808429119,0.0445162835249042,0,0,2
11957,0.429138888888889,0.338361111111111,0.15525,0.07725,0,0,2
12018,0.439465969416053,0.411932493463275,0.148178960990941,0.000422576129730872,0,0,2
13179,0.36860632183908,0.410225095785441,0.198036398467433,0.023132183908046,0,0,2
20904,0.394257478632479,0.386565170940171,0.157852564102564,0.0613247863247863,0,0,3
19815,0.374821127946128,0.392655723905724,0.196254208754209,0.0362689393939394,0,0,2
21355,0.458993055555556,0.434409722222222,0.10625,0.000347222222222222,0,0,4
20729,0.471660052910053,0.419444444444444,0.105026455026455,0.00386904761904762,0,0,4
21332,0.418776709401709,0.448023504273504,0.122516025641026,0.0106837606837607,0,0,3
20223,0.445402298850575,0.407471264367816,0.145593869731801,0.00153256704980843,0,0,3
22068,0.416161616161616,0.442692550505051,0.140530303030303,0.000615530303030303,0,0,2
19890,0.435091145833333,0.406488715277778,0.158072916666667,0.000347222222222222,0,0,1
13487,0.383240740740741,0.393611111111111,0.199097222222222,0.0240509259259259,0,0,1
20712,0.425126262626263,0.445391414141414,0.129292929292929,0.000189393939393939,0,0,1
20914,0.252678571428571,0.295502645502645,0.281746031746032,0.170072751322751,0,0,4
22465,0.447751322751323,0.429596560846561,0.110251322751323,0.0124007936507937,0,0,4
21923,0.374338624338624,0.43015873015873,0.186375661375661,0.00912698412698413,0,0,4
20169,0.422944444444444,0.399888888888889,0.171027777777778,0.00613888888888889,0,0,3
12148,0.405654761904762,0.428703703703704,0.151124338624339,0.0145171957671958,0,0,3
13258,0.4046875,0.377973090277778,0.196006944444444,0.0213324652777778,0,0,1
12678,0.227083333333333,0.431944444444444,0.340972222222222,0,0,1,2
13048,0.215625,0.410706018518519,0.369618055555556,0.00405092592592593,0,1,2
12705,0.271609477124183,0.400122549019608,0.321486928104575,0.00678104575163399,0,1,2
19874,0.208680555555556,0.385416666666667,0.349131944444444,0.0567708333333333,0,1,2
12542,0.239305555555556,0.414583333333333,0.345,0.00111111111111111,0,1,2
12576,0.245833333333333,0.401388888888889,0.352083333333333,0.000694444444444444,0,1,2
13466,0.264351851851852,0.400771604938272,0.334876543209877,0,0,1,2
13179,0.276057451574648,0.456186585847938,0.267755962577415,0,0,1,2
21393,0.454583333333333,0.424548611111111,0.117118055555556,0.00375,0,0,1
21387,0.451535087719298,0.409100877192982,0.128764619883041,0.0105994152046784,0,0,1
19882,0.466423611111111,0.432048611111111,0.0970138888888889,0.00451388888888889,0,0,1
19981,0.476681286549708,0.368457602339181,0.147441520467836,0.00741959064327485,0,0,1
12747,0.341950757575758,0.424810606060606,0.223232323232323,0.0100063131313131,0,0,1
21247,0.424013157894737,0.452960526315789,0.113340643274854,0.00968567251461988,0,0,1
20004,0.376549145299145,0.40090811965812,0.178151709401709,0.0443910256410256,0,0,1
20199,0.435243055555556,0.425694444444444,0.133680555555556,0.00538194444444444,0,0,1
21367,0.427965465465465,0.449324324324324,0.120852102102102,0.00185810810810811,0,0,1
19905,0.421180555555556,0.464986559139785,0.112410394265233,0.00142249103942652,0,0,3
21331,0.40435298102981,0.389617208672087,0.158485772357724,0.0475440379403794,0,0,4
20739,0.409143518518519,0.36588955026455,0.189343584656085,0.0356233465608466,0,0,3
13401,0.36860119047619,0.383630952380952,0.245535714285714,0.00223214285714286,0,0,2
21599,0.330853174603175,0.400843253968254,0.268204365079365,9.92063492063492e-05,0,0,2
21487,0.275296694190417,0.336085708366628,0.345319482671875,0.0432981147710793,0,0,2
12236,0.346314102564103,0.291319444444444,0.223290598290598,0.139075854700855,0,0,2
20871,0.259027777777778,0.493055555555556,0.247916666666667,0,0,0,2
19981,0.332291666666667,0.411458333333333,0.25625,0,0,0,2
12445,0.336382850241546,0.352173913043478,0.310929951690821,0.000513285024154589,0,0,2
19976,0.37133673662318,0.37620533182076,0.243382491964455,0.00907543959160522,0,0,2
19905,0.392824074074074,0.386728395061728,0.220447530864198,0,0,0,2
21355,0.213461538461538,0.394818376068376,0.391720085470085,0,0,0,4
12236,0.179594017094017,0.340117521367521,0.449626068376068,0.0306623931623932,0,0,4
19882,0.182638888888889,0.304220085470085,0.454273504273504,0.0588675213675214,0,0,4
20873,0.20892094017094,0.385309829059829,0.391452991452991,0.0143162393162393,1,0,4
19880,0.222115384615385,0.369444444444444,0.376762820512821,0.0316773504273504,0,0,4
21223,0.185096153846154,0.370405982905983,0.440117521367521,0.00438034188034188,1,0,4
21468,0.148842592592593,0.344598765432099,0.477314814814815,0.0292438271604938,0,0,4
21222,0.193464052287582,0.342647058823529,0.420138888888889,0.04375,0,0,4
20866,0.194978632478632,0.373717948717949,0.42542735042735,0.00587606837606838,0,0,4
20997,0.309166666666667,0.288194444444444,0.299722222222222,0.102916666666667,1,0,4
22049,0.251869658119658,0.384348290598291,0.346314102564103,0.0174679487179487,0,0,4
20750,0.257986111111111,0.29,0.421111111111111,0.0309027777777778,0,0,3
19509,0.158179012345679,0.342283950617284,0.490586419753086,0.00895061728395062,1,0,3
13205,0.305416666666667,0.299722222222222,0.383263888888889,0.0115972222222222,0,0,3
20364,0.253163580246914,0.351543209876543,0.391049382716049,0.00424382716049383,1,0,3
20389,0.199305555555556,0.358958333333333,0.433333333333333,0.00840277777777778,1,0,3
11818,0.228009259259259,0.319521604938272,0.449614197530864,0.00285493827160494,0,0,3
21465,0.127569444444444,0.289097222222222,0.554791666666667,0.0285416666666667,1,0,3
21370,0.170601851851852,0.336265432098765,0.490354938271605,0.00277777777777778,0,0,3
20317,0.193194444444444,0.329444444444444,0.470902777777778,0.00645833333333333,0,0,3
20439,0.202160493827161,0.321141975308642,0.457484567901235,0.019212962962963,1,0,3
20241,0.198263888888889,0.359236111111111,0.438402777777778,0.00409722222222222,1,0,3
11459,0.207175925925926,0.292206790123457,0.487885802469136,0.0127314814814815,0,0,3
20046,0.179012345679012,0.326311728395062,0.493981481481481,0.000694444444444444,1,0,3
20047,0.204475308641975,0.321527777777778,0.473456790123457,0.000540123456790123,0,0,3
21965,0.173302469135802,0.360416666666667,0.466280864197531,0,0,0,3
20760,0.209722222222222,0.370069444444444,0.417013888888889,0.00319444444444444,1,0,3
12678,0.335953282828283,0.344728535353535,0.281755050505051,0.0375631313131313,0,0,1
12003,0.368981481481481,0.465393518518519,0.165625,0,1,0,1
20495,0.378935185185185,0.44537037037037,0.175694444444444,0,0,0,1
12522,0.302353395061728,0.440933641975309,0.256712962962963,0,0,0,1
19880,0.348177083333333,0.403559027777778,0.240538194444444,0.00772569444444444,0,0,2
19611,0.361363636363636,0.434911616161616,0.203724747474747,0,1,0,1
19267,0.333537581699346,0.414052287581699,0.241789215686275,0.0106209150326797,1,0,1
13305,0.347159090909091,0.434027777777778,0.218813131313131,0,1,0,1
19583,0.332671957671958,0.427314814814815,0.240013227513228,0,1,0,1
13179,0.30167297979798,0.414930555555556,0.282859848484848,0.000536616161616162,0,0,1
20155,0.278566919191919,0.42477904040404,0.29665404040404,0,0,0,2
10999,0.238859338061466,0.360564420803782,0.393986406619385,0.00658983451536643,0,1,3
10990,0.203611111111111,0.313611111111111,0.470763888888889,0.0120138888888889,0,1,3
10418,0.226284722222222,0.29625,0.394166666666667,0.0832986111111111,0,1,3
12733,0.210802469135802,0.38831569664903,0.399680335097002,0.00120149911816578,0,1,3
11699,0.199100637522769,0.358128415300546,0.423451730418944,0.0193192167577413,0,1,3
10942,0.239192708333333,0.258940972222222,0.39296875,0.108897569444444,0,1,3
13037,0.229578189300412,0.348996913580247,0.409619341563786,0.0118055555555556,0,1,3
11466,0.15,0.337810283687943,0.506190898345154,0.00599881796690307,0,1,3
11914,0.15218545751634,0.34281045751634,0.498937908496732,0.00606617647058824,0,1,3
13036,0.200896990740741,0.378819444444444,0.419343171296296,0.000940393518518518,0,1,3
12730,0.229640921409214,0.313651761517615,0.453404471544715,0.00330284552845528,0,1,3
12326,0.176515151515152,0.325862794612795,0.49023569023569,0.00738636363636364,0,1,3
11940,0.224910394265233,0.339247311827957,0.42926747311828,0.00657482078853047,0,1,3
12047,0.177391975308642,0.335416666666667,0.479513888888889,0.00767746913580247,0,1,3
11870,0.140781810035842,0.319354838709677,0.530813172043011,0.00905017921146953,0,1,3
12313,0.21343253968254,0.356309523809524,0.423214285714286,0.00704365079365079,0,1,3
10990,0.163754480286738,0.318324372759857,0.514314516129032,0.00360663082437276,0,1,3
13034,0.230334595959596,0.312263257575758,0.420028409090909,0.0373737373737374,0,1,3
12608,0.153707627118644,0.313841807909605,0.513818267419962,0.0186322975517891,0,1,3
11466,0.116642720306513,0.344947318007663,0.522126436781609,0.0162835249042146,0,1,3
11914,0.136979016640447,0.324477631783032,0.515920320843766,0.0226230307327558,0,1,3
12326,0.233648484848485,0.283878787878788,0.430884848484848,0.0515878787878788,0,1,3
12313,0.19877580891974,0.349626311237276,0.420305604222572,0.0312922756204121,0,1,3
20488,0.182708333333333,0.273819444444444,0.509166666666667,0.0343055555555556,1,0,3
11729,0.282407407407407,0.3,0.396759259259259,0.0208333333333333,1,0,3
20766,0.157013888888889,0.335138888888889,0.478402777777778,0.0294444444444444,1,0,3
19531,0.245,0.293958333333333,0.425208333333333,0.0358333333333333,0,0,3
21465,0.240625,0.293402777777778,0.440763888888889,0.0252083333333333,0,0,3
21473,0.199444444444444,0.363680555555556,0.435763888888889,0.00111111111111111,0,0,3
21240,0.315621254494606,0.391330403515781,0.265081901717938,0.027966440271674,0,1,2
21964,0.276740947075209,0.405803156917363,0.284168987929434,0.0332869080779944,0,1,2
22506,0.282052477047118,0.395814885585124,0.316027403644498,0.00610523372326047,0,1,2
22671,0.327997557464998,0.412744798708946,0.248266236315261,0.0109914075107951,0,1,2
23523,0.228511842693282,0.328765082675406,0.359600774616416,0.0831223000148965,0,1,2
21816,0.249380308017392,0.387094152545817,0.332195538217725,0.0313300012190662,0,1,2
22803,0.293355366150635,0.39646025395721,0.297312576100191,0.0128718037919638,0,1,2
19421,0.324389690877485,0.413800922076941,0.261809387045575,0,0,1,2
20033,0.253689511714473,0.344120867089993,0.363477118458507,0.0387125027370265,0,1,2
19508,0.322502172024327,0.352736750651607,0.291529105125977,0.0332319721980886,0,1,2
22462,0.233177788147457,0.372235184321045,0.337984134391041,0.0566028931404573,0,1,2
22450,0.230391775060363,0.352208115896877,0.38527143858556,0.0321286704572007,0,1,2
23252,0.313750116289887,0.345380965671225,0.281747139268769,0.0591217787701181,0,1,3
21961,0.206485084306096,0.305274535235625,0.40717682663208,0.0810635538261997,0,1,3
23341,0.25036797173977,0.314037596198326,0.353336978005803,0.0822574540560999,1,1,3
21922,0.315360915492958,0.368705985915493,0.311487676056338,0.00444542253521127,0,1,3
20603,0.356592347921828,0.34654555463804,0.26667584182035,0.0301862556197816,0,1,3
21965,0.217282989490074,0.355780459322694,0.377189567925263,0.0497469832619696,0,1,3
21949,0.256618044300378,0.360669908157753,0.359697460831983,0.0230145867098865,0,1,3
21398,0.249886415265788,0.363925488414357,0.37267151294866,0.0135165833711949,0,1,3
23927,0.280674245393963,0.333986671893375,0.357016856134849,0.0283222265778126,0,1,3
23866,0.230232494001489,0.349182271987644,0.397997738492512,0.0225874955183541,1,1,3
20488,0.357869315950679,0.350349485588628,0.246465876070054,0.0453153223906385,1,1,3
22290,0.344323869081616,0.331545677195768,0.286289580933389,0.0378408727892276,1,1,3
23956,0.264137296159916,0.320291951604419,0.329103103629669,0.0864676486059968,1,1,3
23904,0.315160113498176,0.344457956132054,0.312119983785975,0.028261946583795,1,1,3
21953,0.3141813514981,0.390789278839035,0.284861049410139,0.0101683202527272,1,1,3
23894,0.233601911706136,0.349897368340431,0.337780705248001,0.0787200147054318,1,1,3
21944,0.309307084001548,0.292860697893049,0.305259083116739,0.0925731349886634,1,1,3
20760,0.281960431959584,0.34183803210877,0.32791971112279,0.0482818248088562,1,1,3
23867,0.272648316408338,0.351065606627472,0.340793693212186,0.0354923837520043,1,1,3
23787,0.232721840302835,0.33210528314786,0.378973755174902,0.0561991213744034,1,1,3
23869,0.248512828275184,0.282547491107243,0.404662075228941,0.0642776053886324,1,1,4
22101,0.297183662573412,0.325080085424453,0.330902963160705,0.0468332888414309,1,1,3
23201,0.450519717102443,0.34006643806258,0.192054222031719,0.0173596228032576,1,1,3
23903,0.274874700991001,0.338150700535368,0.355194213463948,0.0317803850096822,1,1,4
20760,0.310987415295257,0.265337608906099,0.335945062923524,0.087729912875121,1,1,4
19729,0.238152766952455,0.293764614185503,0.405689789555729,0.0623928293063133,1,1,4
22290,0.231096170936208,0.327498937444457,0.40809860515436,0.0333062864649743,1,1,4
20046,0.315508435226745,0.32680699582108,0.310529845741113,0.0471547232110612,1,1,4
